,Date,Name,Team,Position,Opp,Home/Away,Line,Moneyline,Projection,Diff,Pick,Result,over_under,seven_day_accuracy,successful_pick
8327,2021-12-23,Saddiq Bey,DET,F,MIA,@,17.5,-109,12.34,-5.16,17.5,23.0,u,0.61,0
8328,2021-12-26,Saddiq Bey,DET,F,SAS,@,19.5,-115,16.2,-3.3,19.5,23.0,u,0.57,0
8329,2021-12-29,Saddiq Bey,DET,F,NYK,vs.,19.5,-125,15.76,-3.75,19.5,32.0,u,0.58,0
8330,2022-01-01,Saddiq Bey,DET,F,SAS,vs.,22.5,-115,18.3,-4.2,22.5,21.0,u,0.57,1
8331,2022-01-03,Saddiq Bey,DET,F,MIL,@,18.5,-113,14.47,-4.03,18.5,34.0,u,0.57,0
8332,2022-01-05,Saddiq Bey,DET,F,CHA,@,20.5,-105,18.5,-2.0,20.5,11.0,u,0.56,1
8333,2022-01-06,Saddiq Bey,DET,F,MEM,@,19.5,-117,13.61,-5.89,19.5,3.0,u,0.58,1
8334,2022-01-08,Saddiq Bey,DET,F,ORL,vs.,18.5,-111,15.4,-3.1,18.5,16.0,u,0.62,1
8335,2022-01-10,Saddiq Bey,DET,F,UTH,vs.,17.5,-105,13.55,-3.95,17.5,29.0,u,0.6,0
8336,2022-01-11,Saddiq Bey,DET,F,CHI,@,19.5,-128,16.2,-3.3,19.5,14.0,u,0.57,1
8337,2022-01-14,Saddiq Bey,DET,F,TOR,vs.,18.5,-113,15.5,-3.0,18.5,15.0,u,0.53,1
8338,2022-01-16,Saddiq Bey,DET,F,PHO,vs.,17.5,-105,13.26,-4.24,17.5,8.0,u,0.57,1
8339,2022-01-18,Saddiq Bey,DET,F,GSW,@,15.5,-105,14.2,-1.3,15.5,10.0,u,0.63,1
8340,2022-01-19,Saddiq Bey,DET,F,SAC,@,15.5,-113,16.7,1.2,15.5,30.0,o,0.62,1
8341,2022-01-21,Saddiq Bey,DET,F,UTH,@,15.5,-113,14.6,-0.9,15.5,13.0,u,0.59,1
8342,2022-01-23,Saddiq Bey,DET,F,DEN,@,16.5,-120,13.4,-3.1,16.5,11.0,u,0.55,1
8343,2022-01-25,Saddiq Bey,DET,F,DEN,vs.,14.5,100,13.4,-1.1,14.5,21.0,u,0.48,0
8344,2021-12-08,Santi Aldama,MEM,F,DAL,vs.,5.5,-110,3.82,-1.68,5.5,2.0,u,0.55,1
8345,2021-10-20,Scottie Barnes,TOR,G,WAS,vs.,10.5,-113,10.41,-0.09,10.5,12.0,u,0.33,0
8346,2021-10-22,Scottie Barnes,TOR,G,BOS,@,10.5,-113,10.41,-0.09,10.5,25.0,u,0.47,0
8347,2021-10-25,Scottie Barnes,TOR,G,CHI,vs.,13.5,-125,11.22,-2.28,13.5,13.0,u,0.45,1
8348,2021-10-27,Scottie Barnes,TOR,G,IND,vs.,13.5,-103,13.2,-0.3,13.5,18.0,u,0.45,0
8349,2021-10-29,Scottie Barnes,TOR,G,ORL,vs.,14.5,-120,11.19,-3.31,14.5,21.0,u,0.45,0
8350,2021-10-30,Scottie Barnes,TOR,G,IND,@,15.5,-121,11.89,-3.61,15.5,21.0,u,0.45,0
8351,2021-11-05,Scottie Barnes,TOR,G,CLE,vs.,15.5,-113,11.4,-4.1,15.5,14.0,u,0.49,1
8352,2021-11-07,Scottie Barnes,TOR,G,BKN,vs.,14.5,100,11.3,-3.2,14.5,8.0,u,0.46,1
8353,2021-11-10,Scottie Barnes,TOR,G,BOS,@,13.5,-127,12.56,-0.94,13.5,21.0,u,0.45,0
8354,2021-11-11,Scottie Barnes,TOR,G,PHI,@,14.5,100,10.9,-3.6,14.5,13.0,u,0.46,1
8355,2021-11-13,Scottie Barnes,TOR,G,DET,vs.,14.5,100,13.3,-1.2,14.5,11.0,u,0.49,1
8356,2021-11-15,Scottie Barnes,TOR,G,POR,@,14.5,-113,12.41,-2.09,14.5,18.0,u,0.47,0
8357,2021-11-18,Scottie Barnes,TOR,G,UTH,@,14.5,-115,12.7,-1.8,14.5,10.0,u,0.55,1
8358,2021-11-19,Scottie Barnes,TOR,G,SAC,@,14.5,-110,12.53,-1.97,14.5,2.0,u,0.56,1
8359,2021-11-21,Scottie Barnes,TOR,G,GSW,@,13.5,-105,11.29,-2.21,13.5,10.0,u,0.55,1
8360,2021-11-24,Scottie Barnes,TOR,G,MEM,@,13.5,-105,13.24,-0.26,13.5,17.0,u,0.46,0
8361,2021-11-26,Scottie Barnes,TOR,G,IND,@,14.5,-120,11.66,-2.84,14.5,17.0,u,0.4,0
8362,2021-11-28,Scottie Barnes,TOR,G,BOS,vs.,14.5,-125,12.18,-2.32,14.5,21.0,u,0.48,0
8363,2021-11-30,Scottie Barnes,TOR,G,MEM,vs.,15.5,-115,13.57,-1.93,15.5,19.0,u,0.51,0
8364,2021-12-02,Scottie Barnes,TOR,G,MIL,vs.,14.5,-110,12.77,-1.73,14.5,13.0,u,0.54,1
8365,2021-12-05,Scottie Barnes,TOR,G,WAS,vs.,14.5,-113,12.82,-1.68,14.5,11.0,u,0.53,1
8366,2021-12-08,Scottie Barnes,TOR,G,OKC,vs.,14.5,-105,12.46,-2.04,14.5,18.0,u,0.55,0
8367,2021-12-10,Scottie Barnes,TOR,G,NYK,vs.,14.5,-115,13.12,-1.38,14.5,12.0,u,0.51,1
8368,2021-12-13,Scottie Barnes,TOR,G,SAC,vs.,15.5,-115,14.34,-1.16,15.5,16.0,u,0.49,0
8369,2021-12-14,Scottie Barnes,TOR,G,BKN,@,14.5,-105,13.7,-0.8,14.5,23.0,u,0.53,0
8370,2021-12-18,Scottie Barnes,TOR,G,GSW,vs.,15.5,-115,13.7,-1.8,15.5,21.0,u,0.59,0
8371,2022-01-02,Scottie Barnes,TOR,G,NYK,vs.,12.5,-110,12.45,-0.05,12.5,13.0,u,0.56,0
8372,2022-01-04,Scottie Barnes,TOR,G,SAS,vs.,14.5,-125,13.13,-1.37,14.5,11.0,u,0.55,1
8373,2022-01-05,Scottie Barnes,TOR,G,MIL,@,13.5,-105,13.3,-0.2,13.5,6.0,u,0.56,1
8374,2022-01-07,Scottie Barnes,TOR,G,UTH,vs.,14.5,-115,10.54,-3.96,14.5,11.0,u,0.61,1
8375,2022-01-09,Scottie Barnes,TOR,G,NOR,vs.,13.5,-113,13.9,0.4,13.5,7.0,o,0.61,0
8376,2022-01-17,Scottie Barnes,TOR,G,MIA,@,12.5,-120,12.33,-0.17,12.5,16.0,u,0.58,0
8377,2022-01-19,Scottie Barnes,TOR,G,DAL,@,12.5,-113,13.5,1.0,12.5,11.0,o,0.62,0
8378,2022-01-21,Scottie Barnes,TOR,G,WAS,@,12.5,-113,13.8,1.3,12.5,27.0,o,0.59,1
8379,2022-01-23,Scottie Barnes,TOR,G,POR,vs.,14.5,-113,13.19,-1.31,14.5,9.0,u,0.55,1
8380,2021-11-12,Semi Ojeleye,MIL,F,BOS,@,6.5,-120,4.21,-2.29,6.5,2.0,u,0.46,1
8381,2021-11-29,Serge Ibaka,LAC,C,NOR,vs.,5.5,-111,5.4,-0.1,5.5,13.0,u,0.49,0
8382,2021-12-01,Serge Ibaka,LAC,C,SAC,vs.,11.5,-110,9.85,-1.66,11.5,5.0,u,0.49,1
8383,2021-12-03,Serge Ibaka,LAC,C,LAL,@,9.5,-110,10.08,0.58,9.5,9.0,o,0.55,0
8384,2021-12-04,Serge Ibaka,LAC,C,SAC,@,9.5,-115,10.22,0.72,9.5,2.0,o,0.55,0
8385,2021-12-22,Serge Ibaka,LAC,C,SAC,@,6.5,-128,9.93,3.43,6.5,17.0,o,0.6,1
8386,2021-12-26,Serge Ibaka,LAC,C,DEN,vs.,9.5,-125,9.28,-0.22,9.5,10.0,u,0.57,0
8387,2021-12-27,Serge Ibaka,LAC,C,BKN,vs.,7.5,-120,8.61,1.11,7.5,6.0,o,0.57,0
8388,2021-12-29,Serge Ibaka,LAC,C,BOS,@,7.5,-125,7.3,-0.2,7.5,4.0,u,0.58,1
8389,2021-12-31,Serge Ibaka,LAC,C,TOR,@,11.5,-113,8.9,-2.6,11.5,7.0,u,0.57,1
8390,2022-01-01,Serge Ibaka,LAC,C,BKN,@,10.5,-106,12.3,1.8,10.5,4.0,o,0.57,0
8391,2022-01-03,Serge Ibaka,LAC,C,MIN,vs.,8.5,-125,9.02,0.52,8.5,17.0,o,0.57,1
8392,2022-01-06,Serge Ibaka,LAC,C,PHO,@,9.5,-122,8.81,-0.69,9.5,8.0,u,0.58,1
8393,2022-01-13,Serge Ibaka,LAC,C,NOR,@,6.5,-120,9.1,2.6,6.5,10.0,o,0.54,1
8394,2021-10-20,Seth Curry,PHI,G,NOR,@,13.5,-105,13.44,-0.06,13.5,10.0,u,0.33,1
8395,2021-10-22,Seth Curry,PHI,G,BKN,vs.,13.5,-105,12.92,-0.58,13.5,23.0,u,0.47,0
8396,2021-10-24,Seth Curry,PHI,G,OKC,@,14.5,-110,13.38,-1.12,14.5,28.0,u,0.43,0
8397,2021-10-26,Seth Curry,PHI,G,NYK,@,14.5,-120,12.76,-1.74,14.5,4.0,u,0.43,1
8398,2021-10-28,Seth Curry,PHI,G,DET,vs.,14.5,-105,10.97,-3.53,14.5,12.0,u,0.42,1
8399,2021-10-30,Seth Curry,PHI,G,ATL,vs.,13.5,-105,13.48,-0.02,13.5,15.0,u,0.45,0
8400,2021-11-01,Seth Curry,PHI,G,POR,vs.,16.5,-105,14.09,-2.42,16.5,23.0,u,0.52,0
8401,2021-11-03,Seth Curry,PHI,G,CHI,vs.,15.5,-125,13.85,-1.65,15.5,22.0,u,0.55,0
8402,2021-11-04,Seth Curry,PHI,G,DET,@,15.5,100,12.58,-2.92,15.5,23.0,u,0.53,0
8403,2021-11-06,Seth Curry,PHI,G,CHI,@,15.5,-104,14.33,-1.17,15.5,11.0,u,0.48,1
8404,2021-11-08,Seth Curry,PHI,G,NYK,vs.,16.5,-110,14.9,-1.6,16.5,14.0,u,0.44,1
8405,2021-11-13,Seth Curry,PHI,G,IND,@,15.5,-105,15.08,-0.42,15.5,11.0,u,0.49,1
8406,2021-11-16,Seth Curry,PHI,G,UTH,@,15.5,-134,11.57,-3.92,15.5,5.0,u,0.48,1
8407,2021-11-18,Seth Curry,PHI,G,DEN,@,13.5,110,12.48,-1.02,13.5,20.0,u,0.55,0
8408,2021-11-20,Seth Curry,PHI,G,POR,@,15.5,-115,14.15,-1.35,15.5,10.0,u,0.56,1
8409,2021-11-22,Seth Curry,PHI,G,SAC,@,17.5,-114,14.33,-3.17,17.5,0.0,u,0.53,1
8410,2021-11-24,Seth Curry,PHI,G,GSW,@,16.5,-118,13.1,-3.4,16.5,24.0,u,0.46,0
8411,2021-11-27,Seth Curry,PHI,G,MIN,vs.,15.5,-110,13.75,-1.75,15.5,14.0,u,0.42,1
8412,2021-11-29,Seth Curry,PHI,G,ORL,vs.,14.5,-103,12.46,-2.04,14.5,24.0,u,0.49,0
8413,2021-12-01,Seth Curry,PHI,G,BOS,@,13.5,-107,12.9,-0.6,13.5,17.0,u,0.49,0
8414,2021-12-03,Seth Curry,PHI,G,ATL,@,15.5,-113,15.2,-0.3,15.5,18.0,u,0.55,0
8415,2021-12-06,Seth Curry,PHI,G,CHA,@,16.5,-107,16.01,-0.49,16.5,6.0,u,0.51,1
8416,2021-12-08,Seth Curry,PHI,G,CHA,@,14.5,-113,16.23,1.73,14.5,23.0,o,0.55,1
8417,2021-12-09,Seth Curry,PHI,G,UTH,vs.,14.5,100,14.07,-0.43,14.5,18.0,u,0.56,0
8418,2021-12-11,Seth Curry,PHI,G,GSW,vs.,14.5,-103,14.38,-0.13,14.5,10.0,u,0.51,1
8419,2021-12-15,Seth Curry,PHI,G,MIA,vs.,14.5,-115,13.89,-0.61,14.5,7.0,u,0.57,1
8420,2021-12-16,Seth Curry,PHI,G,BKN,@,16.5,-113,14.8,-1.7,16.5,29.0,u,0.56,0
8421,2021-12-20,Seth Curry,PHI,G,BOS,@,16.5,-105,15.32,-1.18,16.5,26.0,u,0.66,0
8422,2021-12-23,Seth Curry,PHI,G,ATL,vs.,15.5,-113,15.1,-0.4,15.5,12.0,u,0.61,1
8423,2021-12-26,Seth Curry,PHI,G,WAS,@,15.5,-110,15.8,0.3,15.5,11.0,o,0.57,0
8424,2021-12-28,Seth Curry,PHI,G,TOR,@,14.5,-113,14.9,0.4,14.5,12.0,o,0.58,0
8425,2021-12-30,Seth Curry,PHI,G,BKN,@,15.5,-121,14.96,-0.54,15.5,17.0,u,0.57,0
8426,2022-01-03,Seth Curry,PHI,G,HOU,vs.,15.5,-120,13.73,-1.77,15.5,15.0,u,0.57,1
8427,2022-01-05,Seth Curry,PHI,G,ORL,@,15.5,-105,16.4,0.9,15.5,20.0,o,0.56,1
8428,2022-01-07,Seth Curry,PHI,G,SAS,vs.,17.5,-113,13.7,-3.8,17.5,23.0,u,0.61,0
8429,2022-01-14,Seth Curry,PHI,G,BOS,vs.,14.5,-105,15.43,0.93,14.5,17.0,o,0.53,1
8430,2022-01-15,Seth Curry,PHI,G,MIA,@,14.5,-104,14.8,0.3,14.5,21.0,o,0.53,1
8431,2022-01-17,Seth Curry,PHI,G,WAS,@,15.5,-105,16.6,1.1,15.5,8.0,o,0.58,0
8432,2022-01-19,Seth Curry,PHI,G,ORL,vs.,15.5,-108,14.4,-1.1,15.5,5.0,u,0.62,1
8433,2021-10-20,Shai Gilgeous-Alexander,OKC,G,UTH,@,21.5,-113,19.17,-2.33,21.5,18.0,u,0.33,1
8434,2021-10-22,Shai Gilgeous-Alexander,OKC,G,HOU,@,22.5,-115,25.22,2.72,22.5,13.0,o,0.47,0
8435,2021-10-24,Shai Gilgeous-Alexander,OKC,G,PHI,vs.,20.5,-115,21.19,0.69,20.5,29.0,o,0.43,1
8436,2021-10-26,Shai Gilgeous-Alexander,OKC,G,GSW,vs.,21.5,-111,21.9,0.4,21.5,30.0,o,0.43,1
8437,2021-10-27,Shai Gilgeous-Alexander,OKC,G,LAL,vs.,21.5,-105,20.9,-0.6,21.5,27.0,u,0.45,0
8438,2021-10-30,Shai Gilgeous-Alexander,OKC,G,GSW,@,23.5,100,20.2,-3.31,23.5,15.0,u,0.45,1
8439,2021-11-01,Shai Gilgeous-Alexander,OKC,G,LAC,@,21.5,-115,18.61,-2.89,21.5,28.0,u,0.52,0
8440,2021-11-04,Shai Gilgeous-Alexander,OKC,G,LAL,@,22.5,-103,19.16,-3.34,22.5,28.0,u,0.53,0
8441,2021-11-07,Shai Gilgeous-Alexander,OKC,G,SAS,vs.,23.5,105,22.6,-0.9,23.5,14.0,u,0.46,1
8442,2021-11-10,Shai Gilgeous-Alexander,OKC,G,NOR,@,22.5,-115,26.06,3.56,22.5,24.0,o,0.45,1
8443,2021-11-12,Shai Gilgeous-Alexander,OKC,G,SAC,vs.,23.5,-125,24.7,1.2,23.5,22.0,o,0.46,0
8444,2021-11-14,Shai Gilgeous-Alexander,OKC,G,BKN,vs.,21.5,-113,23.11,1.61,21.5,23.0,o,0.47,1
8445,2021-11-15,Shai Gilgeous-Alexander,OKC,G,MIA,vs.,21.5,-110,21.74,0.24,21.5,10.0,o,0.47,0
8446,2021-11-17,Shai Gilgeous-Alexander,OKC,G,HOU,vs.,22.5,-109,26.12,3.62,22.5,15.0,o,0.5,0
8447,2021-11-19,Shai Gilgeous-Alexander,OKC,G,MIL,@,20.5,-113,20.22,-0.28,20.5,17.0,u,0.56,1
8448,2021-11-20,Shai Gilgeous-Alexander,OKC,G,BOS,@,20.5,-110,22.05,1.55,20.5,14.0,o,0.56,0
8449,2021-11-26,Shai Gilgeous-Alexander,OKC,G,WAS,vs.,19.5,-113,19.3,-0.2,19.5,15.0,u,0.4,1
8450,2021-11-29,Shai Gilgeous-Alexander,OKC,G,HOU,@,20.5,-113,25.98,5.49,20.5,22.0,o,0.49,1
8451,2021-12-01,Shai Gilgeous-Alexander,OKC,G,HOU,vs.,21.5,-128,25.62,4.12,21.5,39.0,o,0.49,1
8452,2021-12-06,Shai Gilgeous-Alexander,OKC,G,DET,@,20.5,-125,24.53,4.03,20.5,30.0,o,0.51,1
8453,2021-12-08,Shai Gilgeous-Alexander,OKC,G,TOR,@,21.5,-103,21.4,-0.1,21.5,26.0,u,0.55,0
8454,2021-12-10,Shai Gilgeous-Alexander,OKC,G,LAL,vs.,22.5,-115,26.4,3.9,22.5,11.0,o,0.51,0
8455,2021-12-12,Shai Gilgeous-Alexander,OKC,G,DAL,vs.,21.5,-113,23.52,2.02,21.5,18.0,o,0.48,0
8456,2021-12-15,Shai Gilgeous-Alexander,OKC,G,NOR,vs.,22.5,-105,22.8,0.3,22.5,33.0,o,0.57,1
8457,2021-12-18,Shai Gilgeous-Alexander,OKC,G,LAC,vs.,22.5,-111,22.1,-0.4,22.5,18.0,u,0.59,1
8458,2021-12-20,Shai Gilgeous-Alexander,OKC,G,MEM,@,21.5,-125,23.37,1.87,21.5,23.0,o,0.66,1
8459,2021-12-22,Shai Gilgeous-Alexander,OKC,G,DEN,vs.,21.5,-125,22.59,1.09,21.5,27.0,o,0.6,1
8460,2021-12-23,Shai Gilgeous-Alexander,OKC,G,PHO,@,21.5,-113,22.1,0.6,21.5,29.0,o,0.61,1
8461,2021-12-26,Shai Gilgeous-Alexander,OKC,G,NOR,vs.,22.5,-125,25.25,2.75,22.5,31.0,o,0.57,1
8462,2021-12-28,Shai Gilgeous-Alexander,OKC,G,SAC,@,26.5,-105,26.1,-0.4,26.5,33.0,u,0.58,0
8463,2021-12-29,Shai Gilgeous-Alexander,OKC,G,PHO,@,24.5,-113,22.6,-1.9,24.5,0.0,u,0.58,1
8464,2021-12-31,Shai Gilgeous-Alexander,OKC,G,NYK,vs.,24.5,-120,22.0,-2.5,24.5,23.0,u,0.57,1
8465,2022-01-05,Shai Gilgeous-Alexander,OKC,G,MIN,@,24.5,-113,22.3,-2.2,24.5,19.0,u,0.56,1
8466,2022-01-07,Shai Gilgeous-Alexander,OKC,G,MIN,vs.,24.5,-110,24.1,-0.4,24.5,12.0,u,0.61,1
8467,2022-01-09,Shai Gilgeous-Alexander,OKC,G,DEN,vs.,22.5,100,21.9,-0.6,22.5,8.0,u,0.61,1
8468,2022-01-11,Shai Gilgeous-Alexander,OKC,G,WAS,@,22.5,120,22.0,-0.5,22.5,32.0,u,0.57,0
8469,2022-01-13,Shai Gilgeous-Alexander,OKC,G,BKN,@,22.5,-125,23.2,0.7,22.5,33.0,o,0.54,1
8470,2022-01-15,Shai Gilgeous-Alexander,OKC,G,CLE,vs.,23.5,-120,20.5,-3.0,23.5,21.0,u,0.53,1
8471,2022-01-17,Shai Gilgeous-Alexander,OKC,G,DAL,@,22.5,-103,20.9,-1.6,22.5,34.0,u,0.58,0
8472,2022-01-19,Shai Gilgeous-Alexander,OKC,G,SAS,@,25.5,-110,24.47,-1.03,25.5,13.0,u,0.62,1
8473,2022-01-21,Shai Gilgeous-Alexander,OKC,G,CHA,@,23.5,-105,23.8,0.3,23.5,29.0,o,0.59,1
8474,2022-01-22,Shai Gilgeous-Alexander,OKC,G,CLE,@,23.5,-120,19.7,-3.8,23.5,29.0,u,0.59,0
8475,2022-01-24,Shai Gilgeous-Alexander,OKC,G,CHI,vs.,24.5,113,23.0,-1.5,24.5,31.0,u,0.51,0
8476,2021-10-30,Shake Milton,PHI,G,ATL,vs.,8.5,-105,11.47,2.97,8.5,11.0,o,0.45,1
8477,2021-11-06,Shake Milton,PHI,G,CHI,@,15.5,-111,12.52,-2.98,15.5,13.0,u,0.48,1
8478,2021-11-08,Shake Milton,PHI,G,NYK,vs.,15.5,-107,13.78,-1.72,15.5,10.0,u,0.44,1
8479,2021-11-13,Shake Milton,PHI,G,IND,@,10.5,-105,11.6,1.1,10.5,7.0,o,0.49,0
8480,2021-11-16,Shake Milton,PHI,G,UTH,@,13.5,103,14.3,0.8,13.5,18.0,o,0.48,1
8481,2021-11-18,Shake Milton,PHI,G,DEN,@,14.5,-115,12.59,-1.92,14.5,12.0,u,0.55,1
8482,2021-11-22,Shake Milton,PHI,G,SAC,@,16.5,-120,13.61,-2.89,16.5,16.0,u,0.53,1
8483,2021-11-24,Shake Milton,PHI,G,GSW,@,12.5,-118,13.1,0.6,12.5,9.0,o,0.46,0
8484,2021-11-29,Shake Milton,PHI,G,ORL,vs.,7.5,-111,14.31,6.81,7.5,6.0,o,0.49,0
8485,2021-12-01,Shake Milton,PHI,G,BOS,@,7.5,-110,12.88,5.38,7.5,16.0,o,0.49,1
8486,2021-12-03,Shake Milton,PHI,G,ATL,@,10.5,-105,12.79,2.29,10.5,5.0,o,0.55,0
8487,2021-12-08,Shake Milton,PHI,G,CHA,@,8.5,-125,14.29,5.79,8.5,8.0,o,0.55,0
8488,2021-12-09,Shake Milton,PHI,G,UTH,vs.,8.5,-128,11.86,3.36,8.5,7.0,o,0.56,0
8489,2021-12-11,Shake Milton,PHI,G,GSW,vs.,9.5,-105,12.2,2.7,9.5,10.0,o,0.51,1
8490,2021-12-13,Shake Milton,PHI,G,MEM,@,8.5,-110,13.2,4.7,8.5,12.0,o,0.49,1
8491,2021-12-15,Shake Milton,PHI,G,MIA,vs.,9.5,-125,12.55,3.05,9.5,6.0,o,0.57,0
8492,2021-12-16,Shake Milton,PHI,G,BKN,@,15.5,-111,12.6,-2.9,15.5,13.0,u,0.56,1
8493,2021-12-27,Skylar Mays,ATL,G,CHI,vs.,13.5,104,3.82,-9.68,13.5,6.0,u,0.57,1
8494,2021-10-20,Spencer Dinwiddie,WAS,G,TOR,@,16.5,-125,19.43,2.93,16.5,13.0,o,0.33,0
8495,2021-10-22,Spencer Dinwiddie,WAS,G,IND,vs.,19.5,-127,19.44,-0.06,19.5,34.0,u,0.47,0
8496,2021-10-25,Spencer Dinwiddie,WAS,G,BKN,@,17.5,-120,18.9,1.4,17.5,10.0,o,0.45,0
8497,2021-10-27,Spencer Dinwiddie,WAS,G,BOS,@,15.5,-120,17.4,1.9,15.5,22.0,o,0.45,1
8498,2021-10-30,Spencer Dinwiddie,WAS,G,BOS,vs.,16.5,-111,19.29,2.79,16.5,20.0,o,0.45,1
8499,2021-11-01,Spencer Dinwiddie,WAS,G,ATL,@,17.5,105,18.52,1.02,17.5,14.0,o,0.52,0
8500,2021-11-03,Spencer Dinwiddie,WAS,G,TOR,vs.,16.5,-113,16.8,0.3,16.5,12.0,o,0.55,0
8501,2021-11-05,Spencer Dinwiddie,WAS,G,MEM,vs.,16.5,-121,19.88,3.38,16.5,12.0,o,0.49,0
8502,2021-11-07,Spencer Dinwiddie,WAS,G,MIL,vs.,16.5,-106,17.9,1.4,16.5,6.0,o,0.46,0
8503,2021-11-13,Spencer Dinwiddie,WAS,G,ORL,@,18.5,-118,21.8,3.3,18.5,23.0,o,0.49,1
8504,2021-11-15,Spencer Dinwiddie,WAS,G,NOR,vs.,18.5,-125,19.53,1.03,18.5,27.0,o,0.47,1
8505,2021-11-17,Spencer Dinwiddie,WAS,G,CHA,@,16.5,-110,19.7,3.2,16.5,0.0,o,0.5,0
8506,2021-11-20,Spencer Dinwiddie,WAS,G,MIA,vs.,14.5,-113,18.18,3.68,14.5,16.0,o,0.56,1
8507,2021-11-22,Spencer Dinwiddie,WAS,G,CHA,vs.,14.5,100,20.82,6.32,14.5,8.0,o,0.53,0
8508,2021-11-24,Spencer Dinwiddie,WAS,G,NOR,@,14.5,-110,19.46,4.96,14.5,11.0,o,0.46,0
8509,2021-11-26,Spencer Dinwiddie,WAS,G,OKC,@,14.5,-106,17.66,3.15,14.5,10.0,o,0.4,0
8510,2021-11-29,Spencer Dinwiddie,WAS,G,SAS,@,14.5,-110,16.5,2.0,14.5,16.0,o,0.49,1
8511,2021-12-01,Spencer Dinwiddie,WAS,G,MIN,vs.,14.5,-125,15.8,1.3,14.5,3.0,o,0.49,0
8512,2021-12-03,Spencer Dinwiddie,WAS,G,CLE,vs.,13.5,-113,17.19,3.69,13.5,5.0,o,0.55,0
8513,2021-12-05,Spencer Dinwiddie,WAS,G,TOR,@,12.5,-120,14.8,2.3,12.5,9.0,o,0.53,0
8514,2021-12-08,Spencer Dinwiddie,WAS,G,DET,@,12.5,-113,17.43,4.93,12.5,12.0,o,0.55,0
8515,2021-12-11,Spencer Dinwiddie,WAS,G,UTH,vs.,13.5,-113,16.1,2.6,13.5,12.0,o,0.51,0
8516,2021-12-13,Spencer Dinwiddie,WAS,G,DEN,@,12.5,-121,15.3,2.8,12.5,9.0,o,0.49,0
8517,2021-12-15,Spencer Dinwiddie,WAS,G,SAC,@,12.5,-121,18.79,6.29,12.5,4.0,o,0.57,0
8518,2021-12-18,Spencer Dinwiddie,WAS,G,UTH,@,11.5,-125,14.3,2.8,11.5,0.0,o,0.59,0
8519,2021-12-23,Spencer Dinwiddie,WAS,G,NYK,@,15.5,-105,15.6,0.1,15.5,21.0,o,0.61,1
8520,2021-12-26,Spencer Dinwiddie,WAS,G,PHI,vs.,15.5,-135,16.51,1.01,15.5,17.0,o,0.57,1
8521,2021-12-28,Spencer Dinwiddie,WAS,G,MIA,@,16.5,-115,17.6,1.1,16.5,24.0,o,0.58,1
8522,2022-01-07,Spencer Dinwiddie,WAS,G,CHI,@,11.5,-135,15.8,4.3,11.5,18.0,o,0.61,1
8523,2022-01-09,Spencer Dinwiddie,WAS,G,ORL,@,12.5,-117,16.0,3.5,12.5,8.0,o,0.61,0
8524,2022-01-11,Spencer Dinwiddie,WAS,G,OKC,vs.,16.5,-109,15.8,-0.7,16.5,22.0,u,0.57,0
8525,2022-01-12,Spencer Dinwiddie,WAS,G,ORL,vs.,17.5,-120,15.9,-1.6,17.5,17.0,u,0.55,1
8526,2022-01-15,Spencer Dinwiddie,WAS,G,POR,vs.,17.5,-114,17.4,-0.1,17.5,27.0,u,0.53,0
8527,2022-01-17,Spencer Dinwiddie,WAS,G,PHI,vs.,13.5,-115,17.25,3.75,13.5,7.0,o,0.58,0
8528,2022-01-19,Spencer Dinwiddie,WAS,G,BKN,vs.,13.5,-127,14.6,1.1,13.5,11.0,o,0.62,0
8529,2022-01-21,Spencer Dinwiddie,WAS,G,TOR,vs.,12.5,-118,15.5,3.0,12.5,17.0,o,0.59,1
8530,2022-01-23,Spencer Dinwiddie,WAS,G,BOS,vs.,13.5,113,15.3,1.8,13.5,4.0,o,0.55,0
8531,2022-01-25,Spencer Dinwiddie,WAS,G,LAC,vs.,12.5,-105,13.6,1.1,12.5,5.0,o,0.48,0
8532,2022-01-02,Stanley Johnson,LAL,F,MIN,vs.,9.5,100,7.7,-1.8,9.5,1.0,u,0.56,1
8533,2022-01-09,Stanley Johnson,LAL,F,MEM,vs.,6.5,100,5.7,-0.8,6.5,2.0,u,0.61,1
8534,2022-01-25,Stanley Johnson,LAL,F,BKN,@,5.5,-125,6.7,1.2,5.5,4.0,o,0.48,0
8535,2021-10-19,Stephen Curry,GSW,G,LAL,@,33.5,-105,30.73,-2.77,33.5,21.0,u,0.5,1
8536,2021-10-21,Stephen Curry,GSW,G,LAC,vs.,33.5,-118,30.99,-2.51,33.5,45.0,u,0.47,0
8537,2021-10-24,Stephen Curry,GSW,G,SAC,@,34.5,-113,39.3,4.8,34.5,27.0,o,0.43,0
8538,2021-10-26,Stephen Curry,GSW,G,OKC,@,32.5,-103,31.8,-0.7,32.5,23.0,u,0.43,1
8539,2021-10-28,Stephen Curry,GSW,G,MEM,vs.,33.5,-113,31.41,-2.09,33.5,36.0,u,0.42,0
8540,2021-10-30,Stephen Curry,GSW,G,OKC,vs.,33.5,-111,32.4,-1.1,33.5,20.0,u,0.45,1
8541,2021-11-03,Stephen Curry,GSW,G,CHA,vs.,32.5,-113,30.59,-1.92,32.5,15.0,u,0.55,1
8542,2021-11-05,Stephen Curry,GSW,G,NOR,vs.,31.5,-113,31.39,-0.11,31.5,19.0,u,0.49,1
