Rk,Date,Tm,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
870,2021-12-17,ORL,,MIA,L 105-115,240,43,89,.483,32,57,.561,11,32,.344,8,10,.800,105,41,82,.500,22,47,.468,19,35,.543,14,19,.737,115
871,2021-12-17,CHO,@,POR,L 116-125,240,44,92,.478,31,55,.564,13,37,.351,15,18,.833,116,44,85,.518,23,38,.605,21,47,.447,16,18,.889,125
872,2021-12-17,POR,,CHO,W 125-116,240,44,85,.518,23,38,.605,21,47,.447,16,18,.889,125,44,92,.478,31,55,.564,13,37,.351,15,18,.833,116
873,2021-12-17,MEM,@,SAC,W 124-105,240,45,97,.464,32,73,.438,13,24,.542,21,27,.778,124,36,88,.409,23,53,.434,13,35,.371,20,26,.769,105
874,2021-12-17,SAC,,MEM,L 105-124,240,36,88,.409,23,53,.434,13,35,.371,20,26,.769,105,45,97,.464,32,73,.438,13,24,.542,21,27,.778,124
875,2021-12-17,SAS,@,UTA,W 128-126,240,50,100,.500,35,59,.593,15,41,.366,13,18,.722,128,46,93,.495,33,56,.589,13,37,.351,21,26,.808,126
876,2021-12-17,UTA,,SAS,L 126-128,240,46,93,.495,33,56,.589,13,37,.351,21,26,.808,126,50,100,.500,35,59,.593,15,41,.366,13,18,.722,128
877,2021-12-18,BOS,,NYK,W 114-107,240,42,89,.472,25,44,.568,17,45,.378,13,17,.765,114,35,80,.438,22,44,.500,13,36,.361,24,30,.800,107
878,2021-12-18,NYK,@,BOS,L 107-114,240,35,80,.438,22,44,.500,13,36,.361,24,30,.800,107,42,89,.472,25,44,.568,17,45,.378,13,17,.765,114
879,2021-12-18,BRK,,ORL,L 93-100,240,39,102,.382,30,56,.536,9,46,.196,6,8,.750,93,39,94,.415,29,63,.460,10,31,.323,12,13,.923,100
880,2021-12-18,ORL,@,BRK,W 100-93,240,39,94,.415,29,63,.460,10,31,.323,12,13,.923,100,39,102,.382,30,56,.536,9,46,.196,6,8,.750,93
881,2021-12-18,DET,,HOU,L 107-116,240,43,93,.462,33,57,.579,10,36,.278,11,16,.688,107,46,93,.495,32,55,.582,14,38,.368,10,17,.588,116
882,2021-12-18,HOU,@,DET,W 116-107,240,46,93,.495,32,55,.582,14,38,.368,10,17,.588,116,43,93,.462,33,57,.579,10,36,.278,11,16,.688,107
883,2021-12-18,CLE,@,MIL,W 119-90,240,45,90,.500,29,45,.644,16,45,.356,13,14,.929,119,35,89,.393,23,51,.451,12,38,.316,8,11,.727,90
884,2021-12-18,MIL,,CLE,L 90-119,240,35,89,.393,23,51,.451,12,38,.316,8,11,.727,90,45,90,.500,29,45,.644,16,45,.356,13,14,.929,119
885,2021-12-18,LAC,@,OKC,L 103-104,240,37,83,.446,21,44,.477,16,39,.410,13,19,.684,103,43,92,.467,31,61,.508,12,31,.387,6,10,.600,104
886,2021-12-18,OKC,,LAC,W 104-103,240,43,92,.467,31,61,.508,12,31,.387,6,10,.600,104,37,83,.446,21,44,.477,16,39,.410,13,19,.684,103
887,2021-12-18,GSW,@,TOR,L 100-119,240,37,79,.468,26,43,.605,11,36,.306,15,21,.714,100,45,90,.500,31,52,.596,14,38,.368,15,23,.652,119
888,2021-12-18,TOR,,GSW,W 119-100,240,45,90,.500,31,52,.596,14,38,.368,15,23,.652,119,37,79,.468,26,43,.605,11,36,.306,15,21,.714,100
889,2021-12-18,UTA,,WAS,L 103-109,240,35,81,.432,21,37,.568,14,44,.318,19,30,.633,103,42,94,.447,33,63,.524,9,31,.290,16,20,.800,109
890,2021-12-18,WAS,@,UTA,W 109-103,240,42,94,.447,33,63,.524,9,31,.290,16,20,.800,109,35,81,.432,21,37,.568,14,44,.318,19,30,.633,103
891,2021-12-19,CHI,,LAL,W 115-110,240,40,93,.430,30,63,.476,10,30,.333,25,31,.806,115,42,82,.512,30,48,.625,12,34,.353,14,22,.636,110
892,2021-12-19,LAL,@,CHI,L 110-115,240,42,82,.512,30,48,.625,12,34,.353,14,22,.636,110,40,93,.430,30,63,.476,10,30,.333,25,31,.806,115
893,2021-12-19,DET,,MIA,W 100-90,240,35,75,.467,27,43,.628,8,32,.250,22,30,.733,100,28,74,.378,15,31,.484,13,43,.302,21,33,.636,90
894,2021-12-19,MIA,@,DET,L 90-100,240,28,74,.378,15,31,.484,13,43,.302,21,33,.636,90,35,75,.467,27,43,.628,8,32,.250,22,30,.733,100
895,2021-12-19,MEM,,POR,L 100-105,240,35,91,.385,26,57,.456,9,34,.265,21,25,.840,100,35,74,.473,24,42,.571,11,32,.344,24,28,.857,105
896,2021-12-19,POR,@,MEM,W 105-100,240,35,74,.473,24,42,.571,11,32,.344,24,28,.857,105,35,91,.385,26,57,.456,9,34,.265,21,25,.840,100
897,2021-12-19,DAL,@,MIN,L 105-111,240,36,82,.439,24,41,.585,12,41,.293,21,22,.955,105,36,77,.468,21,43,.488,15,34,.441,24,31,.774,111
898,2021-12-19,MIN,,DAL,W 111-105,240,36,77,.468,21,43,.488,15,34,.441,24,31,.774,111,36,82,.439,24,41,.585,12,41,.293,21,22,.955,105
899,2021-12-19,CHO,@,PHO,L 106-137,240,36,100,.360,26,55,.473,10,45,.222,24,28,.857,106,54,95,.568,34,54,.630,20,41,.488,9,13,.692,137
900,2021-12-19,PHO,,CHO,W 137-106,240,54,95,.568,34,54,.630,20,41,.488,9,13,.692,137,36,100,.360,26,55,.473,10,45,.222,24,28,.857,106
901,2021-12-19,SAC,,SAS,W 121-114,240,46,91,.505,32,66,.485,14,25,.560,15,18,.833,121,45,91,.495,33,66,.500,12,25,.480,12,13,.923,114
902,2021-12-19,SAS,@,SAC,L 114-121,240,45,91,.495,33,66,.500,12,25,.480,12,13,.923,114,46,91,.505,32,66,.485,14,25,.560,15,18,.833,121
903,2021-12-20,BOS,,PHI,L 103-108,240,38,82,.463,31,55,.564,7,27,.259,20,25,.800,103,36,72,.500,26,47,.553,10,25,.400,26,31,.839,108
904,2021-12-20,PHI,@,BOS,W 108-103,240,36,72,.500,26,47,.553,10,25,.400,26,31,.839,108,38,82,.463,31,55,.564,7,27,.259,20,25,.800,103
905,2021-12-20,CHI,,HOU,W 133-118,240,47,88,.534,31,53,.585,16,35,.457,23,24,.958,133,44,78,.564,32,45,.711,12,33,.364,18,24,.750,118
906,2021-12-20,HOU,@,CHI,L 118-133,240,44,78,.564,32,45,.711,12,33,.364,18,24,.750,118,47,88,.534,31,53,.585,16,35,.457,23,24,.958,133
907,2021-12-20,GSW,,SAC,W 113-98,240,46,88,.523,31,51,.608,15,37,.405,6,9,.667,113,37,83,.446,24,51,.471,13,32,.406,11,16,.688,98
908,2021-12-20,SAC,@,GSW,L 98-113,240,37,83,.446,24,51,.471,13,32,.406,11,16,.688,98,46,88,.523,31,51,.608,15,37,.405,6,9,.667,113
909,2021-12-20,LAC,,SAS,L 92-116,240,34,87,.391,25,55,.455,9,32,.281,15,20,.750,92,50,114,.439,38,77,.494,12,37,.324,4,6,.667,116
910,2021-12-20,SAS,@,LAC,W 116-92,240,50,114,.439,38,77,.494,12,37,.324,4,6,.667,116,34,87,.391,25,55,.455,9,32,.281,15,20,.750,92
911,2021-12-20,MEM,,OKC,L 99-102,240,39,101,.386,28,69,.406,11,32,.344,10,13,.769,99,36,84,.429,25,46,.543,11,38,.289,19,28,.679,102
912,2021-12-20,OKC,@,MEM,W 102-99,240,36,84,.429,25,46,.543,11,38,.289,19,28,.679,102,39,101,.386,28,69,.406,11,32,.344,10,13,.769,99
913,2021-12-20,CHO,@,UTA,L 102-112,240,39,101,.386,24,58,.414,15,43,.349,9,9,1.000,102,34,96,.354,18,43,.419,16,53,.302,28,37,.757,112
914,2021-12-20,UTA,,CHO,W 112-102,240,34,96,.354,18,43,.419,16,53,.302,28,37,.757,112,39,101,.386,24,58,.414,15,43,.349,9,9,1.000,102
915,2021-12-21,DAL,,MIN,W 114-102,240,42,86,.488,31,52,.596,11,34,.324,19,23,.826,114,36,79,.456,23,39,.590,13,40,.325,17,20,.850,102
916,2021-12-21,MIN,@,DAL,L 102-114,240,36,79,.456,23,39,.590,13,40,.325,17,20,.850,102,42,86,.488,31,52,.596,11,34,.324,19,23,.826,114
917,2021-12-21,LAL,,PHO,L 90-108,240,34,87,.391,27,52,.519,7,35,.200,15,23,.652,90,41,93,.441,29,52,.558,12,41,.293,14,15,.933,108
918,2021-12-21,PHO,@,LAL,W 108-90,240,41,93,.441,29,52,.558,12,41,.293,14,15,.933,108,34,87,.391,27,52,.519,7,35,.200,15,23,.652,90
919,2021-12-21,IND,@,MIA,L 96-125,240,31,87,.356,20,56,.357,11,31,.355,23,28,.821,96,47,95,.495,25,46,.543,22,49,.449,9,11,.818,125
920,2021-12-21,MIA,,IND,W 125-96,240,47,95,.495,25,46,.543,22,49,.449,9,11,.818,125,31,87,.356,20,56,.357,11,31,.355,23,28,.821,96
921,2021-12-21,NOP,,POR,W 111-97,240,42,80,.525,30,47,.638,12,33,.364,15,18,.833,111,35,78,.449,22,44,.500,13,34,.382,14,19,.737,97
922,2021-12-21,POR,@,NOP,L 97-111,240,35,78,.449,22,44,.500,13,34,.382,14,19,.737,97,42,80,.525,30,47,.638,12,33,.364,15,18,.833,111
923,2021-12-21,DET,@,NYK,L 91-105,240,34,94,.362,26,61,.426,8,33,.242,15,19,.789,91,40,90,.444,29,57,.509,11,33,.333,14,19,.737,105
924,2021-12-21,NYK,,DET,W 105-91,240,40,90,.444,29,57,.509,11,33,.333,14,19,.737,105,34,94,.362,26,61,.426,8,33,.242,15,19,.789,91
925,2021-12-22,ATL,,ORL,L 98-104,240,32,80,.400,20,49,.408,12,31,.387,22,29,.759,98,38,85,.447,27,48,.563,11,37,.297,17,23,.739,104
926,2021-12-22,ORL,@,ATL,W 104-98,240,38,85,.447,27,48,.563,11,37,.297,17,23,.739,104,32,80,.400,20,49,.408,12,31,.387,22,29,.759,98
927,2021-12-22,BOS,,CLE,W 111-101,240,43,92,.467,32,62,.516,11,30,.367,14,18,.778,111,36,92,.391,27,54,.500,9,38,.237,20,24,.833,101
928,2021-12-22,CLE,@,BOS,L 101-111,240,36,92,.391,27,54,.500,9,38,.237,20,24,.833,101,43,92,.467,32,62,.516,11,30,.367,14,18,.778,111
929,2021-12-22,HOU,@,MIL,L 106-126,240,36,86,.419,23,41,.561,13,45,.289,21,31,.677,106,45,103,.437,28,57,.491,17,46,.370,19,21,.905,126
930,2021-12-22,MIL,,HOU,W 126-106,240,45,103,.437,28,57,.491,17,46,.370,19,21,.905,126,36,86,.419,23,41,.561,13,45,.289,21,31,.677,106
931,2021-12-22,DEN,@,OKC,L 94-108,240,33,84,.393,20,40,.500,13,44,.295,15,26,.577,94,42,94,.447,34,60,.567,8,34,.235,16,19,.842,108
932,2021-12-22,OKC,,DEN,W 108-94,240,42,94,.447,34,60,.567,8,34,.235,16,19,.842,108,33,84,.393,20,40,.500,13,44,.295,15,26,.577,94
933,2021-12-22,LAC,@,SAC,W 105-89,240,42,82,.512,35,58,.603,7,24,.292,14,16,.875,105,34,85,.400,22,47,.468,12,38,.316,9,12,.750,89
934,2021-12-22,SAC,,LAC,L 89-105,240,34,85,.400,22,47,.468,12,38,.316,9,12,.750,89,42,82,.512,35,58,.603,7,24,.292,14,16,.875,105
935,2021-12-23,DAL,,MIL,L 95-102,240,35,86,.407,23,41,.561,12,45,.267,13,17,.765,95,37,82,.451,27,46,.587,10,36,.278,18,22,.818,102
936,2021-12-23,MIL,@,DAL,W 102-95,240,37,82,.451,27,46,.587,10,36,.278,18,22,.818,102,35,86,.407,23,41,.561,12,45,.267,13,17,.765,95
937,2021-12-23,CHO,@,DEN,W 115-107,240,39,94,.415,23,47,.489,16,47,.340,21,24,.875,115,40,96,.417,26,56,.464,14,40,.350,13,17,.765,107
938,2021-12-23,DEN,,CHO,L 107-115,240,40,96,.417,26,56,.464,14,40,.350,13,17,.765,107,39,94,.415,23,47,.489,16,47,.340,21,24,.875,115
939,2021-12-23,GSW,,MEM,W 113-104,240,40,82,.488,21,42,.500,19,40,.475,14,18,.778,113,38,90,.422,30,64,.469,8,26,.308,20,24,.833,104
940,2021-12-23,MEM,@,GSW,L 104-113,240,38,90,.422,30,64,.469,8,26,.308,20,24,.833,104,40,82,.488,21,42,.500,19,40,.475,14,18,.778,113
941,2021-12-23,HOU,@,IND,L 106-118,240,35,80,.438,20,43,.465,15,37,.405,21,26,.808,106,46,88,.523,33,50,.660,13,38,.342,13,19,.684,118
942,2021-12-23,IND,,HOU,W 118-106,240,46,88,.523,33,50,.660,13,38,.342,13,19,.684,118,35,80,.438,20,43,.465,15,37,.405,21,26,.808,106
943,2021-12-23,LAL,,SAS,L 110-138,240,44,94,.468,39,67,.582,5,27,.185,17,30,.567,110,46,95,.484,28,56,.500,18,39,.462,28,33,.848,138
944,2021-12-23,SAS,@,LAL,W 138-110,240,46,95,.484,28,56,.500,18,39,.462,28,33,.848,138,44,94,.468,39,67,.582,5,27,.185,17,30,.567,110
945,2021-12-23,DET,@,MIA,L 112-115,240,36,80,.450,18,40,.450,18,40,.450,22,25,.880,112,43,88,.489,31,56,.554,12,32,.375,17,19,.895,115
946,2021-12-23,MIA,,DET,W 115-112,240,43,88,.489,31,56,.554,12,32,.375,17,19,.895,115,36,80,.450,18,40,.450,18,40,.450,22,25,.880,112
947,2021-12-23,NYK,,WAS,L 117-124,240,42,93,.452,29,51,.569,13,42,.310,20,23,.870,117,42,75,.560,26,38,.684,16,37,.432,24,32,.750,124
948,2021-12-23,WAS,@,NYK,W 124-117,240,42,75,.560,26,38,.684,16,37,.432,24,32,.750,124,42,93,.452,29,51,.569,13,42,.310,20,23,.870,117
949,2021-12-23,NOP,@,ORL,W 110-104,240,37,86,.430,24,56,.429,13,30,.433,23,26,.885,110,38,88,.432,29,56,.518,9,32,.281,19,21,.905,104
950,2021-12-23,ORL,,NOP,L 104-110,240,38,88,.432,29,56,.518,9,32,.281,19,21,.905,104,37,86,.430,24,56,.429,13,30,.433,23,26,.885,110
951,2021-12-23,ATL,@,PHI,W 98-96,240,37,82,.451,30,58,.517,7,24,.292,17,19,.895,98,33,80,.413,27,53,.509,6,27,.222,24,26,.923,96
952,2021-12-23,PHI,,ATL,L 96-98,240,33,80,.413,27,53,.509,6,27,.222,24,26,.923,96,37,82,.451,30,58,.517,7,24,.292,17,19,.895,98
953,2021-12-23,OKC,@,PHO,L 101-113,240,37,96,.385,26,55,.473,11,41,.268,16,21,.762,101,45,93,.484,30,54,.556,15,39,.385,8,13,.615,113
954,2021-12-23,PHO,,OKC,W 113-101,240,45,93,.484,30,54,.556,15,39,.385,8,13,.615,113,37,96,.385,26,55,.473,11,41,.268,16,21,.762,101
955,2021-12-23,MIN,@,UTA,L 116-128,240,45,101,.446,28,56,.500,17,45,.378,9,12,.750,116,48,90,.533,32,51,.627,16,39,.410,16,22,.727,128
956,2021-12-23,UTA,,MIN,W 128-116,240,48,90,.533,32,51,.627,16,39,.410,16,22,.727,128,45,101,.446,28,56,.500,17,45,.378,9,12,.750,116
957,2021-12-25,BRK,@,LAL,W 122-115,240,43,89,.483,29,57,.509,14,32,.438,22,27,.815,122,40,96,.417,30,61,.492,10,35,.286,25,28,.893,115
958,2021-12-25,LAL,,BRK,L 115-122,240,40,96,.417,30,61,.492,10,35,.286,25,28,.893,115,43,89,.483,29,57,.509,14,32,.438,22,27,.815,122
959,2021-12-25,BOS,@,MIL,L 113-117,240,38,89,.427,21,44,.477,17,45,.378,20,24,.833,113,43,91,.473,31,58,.534,12,33,.364,19,27,.704,117
960,2021-12-25,MIL,,BOS,W 117-113,240,43,91,.473,31,58,.534,12,33,.364,19,27,.704,117,38,89,.427,21,44,.477,17,45,.378,20,24,.833,113
961,2021-12-25,ATL,@,NYK,L 87-101,240,33,87,.379,20,49,.408,13,38,.342,8,14,.571,87,38,85,.447,18,35,.514,20,50,.400,5,12,.417,101
962,2021-12-25,NYK,,ATL,W 101-87,240,38,85,.447,18,35,.514,20,50,.400,5,12,.417,101,33,87,.379,20,49,.408,13,38,.342,8,14,.571,87
963,2021-12-25,GSW,@,PHO,W 116-107,240,42,85,.494,28,48,.583,14,37,.378,18,21,.857,116,40,83,.482,29,53,.547,11,30,.367,16,16,1.000,107
964,2021-12-25,PHO,,GSW,L 107-116,240,40,83,.482,29,53,.547,11,30,.367,16,16,1.000,107,42,85,.494,28,48,.583,14,37,.378,18,21,.857,116
965,2021-12-25,DAL,@,UTA,L 116-120,240,38,89,.427,28,59,.475,10,30,.333,30,35,.857,116,40,90,.444,28,54,.519,12,36,.333,28,37,.757,120
966,2021-12-25,UTA,,DAL,W 120-116,240,40,90,.444,28,54,.519,12,36,.333,28,37,.757,120,38,89,.427,28,59,.475,10,30,.333,30,35,.857,116
967,2021-12-26,CHI,,IND,W 113-105,240,43,76,.566,32,53,.604,11,23,.478,16,22,.727,113,41,94,.436,33,64,.516,8,30,.267,15,21,.714,105
968,2021-12-26,IND,@,CHI,L 105-113,240,41,94,.436,33,64,.516,8,30,.267,15,21,.714,105,43,76,.566,32,53,.604,11,23,.478,16,22,.727,113
969,2021-12-26,CLE,,TOR,W 144-99,240,56,106,.528,34,54,.630,22,52,.423,10,12,.833,144,37,89,.416,28,53,.528,9,36,.250,16,23,.696,99
970,2021-12-26,TOR,@,CLE,L 99-144,240,37,89,.416,28,53,.528,9,36,.250,16,23,.696,99,56,106,.528,34,54,.630,22,52,.423,10,12,.833,144
971,2021-12-26,DEN,@,LAC,W 103-100,240,39,95,.411,24,54,.444,15,41,.366,10,11,.909,103,40,86,.465,32,60,.533,8,26,.308,12,18,.667,100
972,2021-12-26,LAC,,DEN,L 100-103,240,40,86,.465,32,60,.533,8,26,.308,12,18,.667,100,39,95,.411,24,54,.444,15,41,.366,10,11,.909,103
973,2021-12-26,MIA,,ORL,W 93-83,240,36,89,.404,26,55,.473,10,34,.294,11,18,.611,93,31,72,.431,21,40,.525,10,32,.313,11,17,.647,83
974,2021-12-26,ORL,@,MIA,L 83-93,240,31,72,.431,21,40,.525,10,32,.313,11,17,.647,83,36,89,.404,26,55,.473,10,34,.294,11,18,.611,93
975,2021-12-26,NOP,@,OKC,L 112-117,240,39,94,.415,29,53,.547,10,41,.244,24,28,.857,112,41,86,.477,28,50,.560,13,36,.361,22,31,.710,117
976,2021-12-26,OKC,,NOP,W 117-112,240,41,86,.477,28,50,.560,13,36,.361,22,31,.710,117,39,94,.415,29,53,.547,10,41,.244,24,28,.857,112
977,2021-12-26,MEM,@,SAC,W 127-102,240,47,100,.470,38,70,.543,9,30,.300,24,30,.800,127,34,81,.420,24,52,.462,10,29,.345,24,27,.889,102
978,2021-12-26,SAC,,MEM,L 102-127,240,34,81,.420,24,52,.462,10,29,.345,24,27,.889,102,47,100,.470,38,70,.543,9,30,.300,24,30,.800,127
979,2021-12-26,DET,@,SAS,L 109-144,240,38,98,.388,30,66,.455,8,32,.250,25,34,.735,109,51,91,.560,38,64,.594,13,27,.481,29,37,.784,144
980,2021-12-26,SAS,,DET,W 144-109,240,51,91,.560,38,64,.594,13,27,.481,29,37,.784,144,38,98,.388,30,66,.455,8,32,.250,25,34,.735,109
981,2021-12-26,PHI,@,WAS,W 117-96,240,43,86,.500,31,55,.564,12,31,.387,19,22,.864,117,35,90,.389,27,57,.474,8,33,.242,18,28,.643,96
982,2021-12-26,WAS,,PHI,L 96-117,240,35,90,.389,27,57,.474,8,33,.242,18,28,.643,96,43,86,.500,31,55,.564,12,31,.387,19,22,.864,117
983,2021-12-27,ATL,,CHI,L 118-130,240,40,89,.449,25,55,.455,15,34,.441,23,26,.885,118,51,94,.543,33,57,.579,18,37,.486,10,14,.714,130
984,2021-12-27,CHI,@,ATL,W 130-118,240,51,94,.543,33,57,.579,18,37,.486,10,14,.714,130,40,89,.449,25,55,.455,15,34,.441,23,26,.885,118
985,2021-12-27,CHO,,HOU,W 123-99,240,47,88,.534,29,47,.617,18,41,.439,11,14,.786,123,36,87,.414,21,41,.512,15,46,.326,12,18,.667,99
986,2021-12-27,HOU,@,CHO,L 99-123,240,36,87,.414,21,41,.512,15,46,.326,12,18,.667,99,47,88,.534,29,47,.617,18,41,.439,11,14,.786,123
987,2021-12-27,BRK,@,LAC,W 124-108,240,50,88,.568,37,54,.685,13,34,.382,11,16,.688,124,37,97,.381,23,60,.383,14,37,.378,20,27,.741,108
988,2021-12-27,LAC,,BRK,L 108-124,240,37,97,.381,23,60,.383,14,37,.378,20,27,.741,108,50,88,.568,37,54,.685,13,34,.382,11,16,.688,124
989,2021-12-27,BOS,@,MIN,L 103-108,240,33,89,.371,17,42,.405,16,47,.340,21,28,.750,103,40,90,.444,26,56,.464,14,34,.412,14,19,.737,108
990,2021-12-27,MIN,,BOS,W 108-103,240,40,90,.444,26,56,.464,14,34,.412,14,19,.737,108,33,89,.371,17,42,.405,16,47,.340,21,28,.750,103
991,2021-12-27,MEM,@,PHO,W 114-113,240,45,88,.511,34,59,.576,11,29,.379,13,17,.765,114,41,90,.456,30,59,.508,11,31,.355,20,23,.870,113
992,2021-12-27,PHO,,MEM,L 113-114,240,41,90,.456,30,59,.508,11,31,.355,20,23,.870,113,45,88,.511,34,59,.576,11,29,.379,13,17,.765,114
993,2021-12-27,DAL,@,POR,W 132-117,240,48,84,.571,36,51,.706,12,33,.364,24,33,.727,132,35,82,.427,23,42,.548,12,40,.300,35,42,.833,117
994,2021-12-27,POR,,DAL,L 117-132,240,35,82,.427,23,42,.548,12,40,.300,35,42,.833,117,48,84,.571,36,51,.706,12,33,.364,24,33,.727,132
995,2021-12-27,SAS,,UTA,L 104-110,240,45,100,.450,35,70,.500,10,30,.333,4,9,.444,104,39,86,.453,30,55,.545,9,31,.290,23,30,.767,110
996,2021-12-27,UTA,@,SAS,W 110-104,240,39,86,.453,30,55,.545,9,31,.290,23,30,.767,110,45,100,.450,35,70,.500,10,30,.333,4,9,.444,104
997,2021-12-28,DEN,@,GSW,W 89-86,240,34,83,.410,26,50,.520,8,33,.242,13,20,.650,89,30,72,.417,20,40,.500,10,32,.313,16,31,.516,86
998,2021-12-28,GSW,,DEN,L 86-89,240,30,72,.417,20,40,.500,10,32,.313,16,31,.516,86,34,83,.410,26,50,.520,8,33,.242,13,20,.650,89
999,2021-12-28,HOU,,LAL,L 123-132,240,44,83,.530,28,48,.583,16,35,.457,19,25,.760,123,48,92,.522,34,58,.586,14,34,.412,22,29,.759,132
1000,2021-12-28,LAL,@,HOU,W 132-123,240,48,92,.522,34,58,.586,14,34,.412,22,29,.759,132,44,83,.530,28,48,.583,16,35,.457,19,25,.760,123
1001,2021-12-28,MIA,,WAS,W 119-112,240,41,92,.446,25,58,.431,16,34,.471,21,23,.913,119,42,85,.494,25,43,.581,17,42,.405,11,14,.786,112
1002,2021-12-28,WAS,@,MIA,L 112-119,240,42,85,.494,25,43,.581,17,42,.405,11,14,.786,112,41,92,.446,25,58,.431,16,34,.471,21,23,.913,119
1003,2021-12-28,MIN,,NYK,L 88-96,240,34,85,.400,27,47,.574,7,38,.184,13,20,.650,88,37,90,.411,21,50,.420,16,40,.400,6,16,.375,96
1004,2021-12-28,NYK,@,MIN,W 96-88,240,37,90,.411,21,50,.420,16,40,.400,6,16,.375,96,34,85,.400,27,47,.574,7,38,.184,13,20,.650,88
1005,2021-12-28,CLE,@,NOP,L 104-108,240,37,88,.420,23,47,.489,14,41,.341,16,19,.842,104,36,80,.450,20,44,.455,16,36,.444,20,26,.769,108
1006,2021-12-28,NOP,,CLE,W 108-104,240,36,80,.450,20,44,.455,16,36,.444,20,26,.769,108,37,88,.420,23,47,.489,14,41,.341,16,19,.842,104
1007,2021-12-28,MIL,@,ORL,W 127-110,240,47,85,.553,30,48,.625,17,37,.459,16,22,.727,127,38,83,.458,26,44,.591,12,39,.308,22,26,.846,110
1008,2021-12-28,ORL,,MIL,L 110-127,240,38,83,.458,26,44,.591,12,39,.308,22,26,.846,110,47,85,.553,30,48,.625,17,37,.459,16,22,.727,127
1009,2021-12-28,OKC,@,SAC,L 111-117,240,35,90,.389,24,57,.421,11,33,.333,30,36,.833,111,40,95,.421,23,56,.411,17,39,.436,20,27,.741,117
1010,2021-12-28,SAC,,OKC,W 117-111,240,40,95,.421,23,56,.411,17,39,.436,20,27,.741,117,35,90,.389,24,57,.421,11,33,.333,30,36,.833,111
1011,2021-12-28,PHI,@,TOR,W 114-109,240,34,77,.442,20,47,.426,14,30,.467,32,38,.842,114,38,87,.437,23,46,.500,15,41,.366,18,22,.818,109
1012,2021-12-28,TOR,,PHI,L 109-114,240,38,87,.437,23,46,.500,15,41,.366,18,22,.818,109,34,77,.442,20,47,.426,14,30,.467,32,38,.842,114
1013,2021-12-29,BOS,,LAC,L 82-91,240,35,101,.347,31,59,.525,4,42,.095,8,11,.727,82,33,81,.407,22,53,.415,11,28,.393,14,17,.824,91
1014,2021-12-29,LAC,@,BOS,W 91-82,240,33,81,.407,22,53,.415,11,28,.393,14,17,.824,91,35,101,.347,31,59,.525,4,42,.095,8,11,.727,82
1015,2021-12-29,ATL,@,CHI,L 117-131,240,44,92,.478,33,66,.500,11,26,.423,18,26,.692,117,52,84,.619,42,62,.677,10,22,.455,17,22,.773,131
1016,2021-12-29,CHI,,ATL,W 131-117,240,52,84,.619,42,62,.677,10,22,.455,17,22,.773,131,44,92,.478,33,66,.500,11,26,.423,18,26,.692,117
1017,2021-12-29,DET,,NYK,L 85-94,240,30,81,.370,18,46,.391,12,35,.343,13,17,.765,85,31,81,.383,23,50,.460,8,31,.258,24,27,.889,94
1018,2021-12-29,NYK,@,DET,W 94-85,240,31,81,.383,23,50,.460,8,31,.258,24,27,.889,94,30,81,.370,18,46,.391,12,35,.343,13,17,.765,85
1019,2021-12-29,CHO,@,IND,W 116-108,240,44,85,.518,35,59,.593,9,26,.346,19,32,.594,116,36,86,.419,19,41,.463,17,45,.378,19,29,.655,108
1020,2021-12-29,IND,,CHO,L 108-116,240,36,86,.419,19,41,.463,17,45,.378,19,29,.655,108,44,85,.518,35,59,.593,9,26,.346,19,32,.594,116
1021,2021-12-29,LAL,@,MEM,L 99-104,240,39,86,.453,24,45,.533,15,41,.366,6,8,.750,99,35,85,.412,25,55,.455,10,30,.333,24,29,.828,104
1022,2021-12-29,MEM,,LAL,W 104-99,240,35,85,.412,25,55,.455,10,30,.333,24,29,.828,104,39,86,.453,24,45,.533,15,41,.366,6,8,.750,99
1023,2021-12-29,OKC,@,PHO,L 97-115,240,38,96,.396,31,61,.508,7,35,.200,14,16,.875,97,41,89,.461,29,55,.527,12,34,.353,21,28,.750,115
1024,2021-12-29,PHO,,OKC,W 115-97,240,41,89,.461,29,55,.527,12,34,.353,21,28,.750,115,38,96,.396,31,61,.508,7,35,.200,14,16,.875,97
1025,2021-12-29,POR,,UTA,L 105-120,240,37,88,.420,23,48,.479,14,40,.350,17,24,.708,105,46,87,.529,38,58,.655,8,29,.276,20,32,.625,120
1026,2021-12-29,UTA,@,POR,W 120-105,240,46,87,.529,38,58,.655,8,29,.276,20,32,.625,120,37,88,.420,23,48,.479,14,40,.350,17,24,.708,105
1027,2021-12-29,DAL,@,SAC,L 94-95,240,38,81,.469,29,57,.509,9,24,.375,9,13,.692,94,36,75,.480,26,49,.531,10,26,.385,13,15,.867,95
1028,2021-12-29,SAC,,DAL,W 95-94,240,36,75,.480,26,49,.531,10,26,.385,13,15,.867,95,38,81,.469,29,57,.509,9,24,.375,9,13,.692,94
1029,2021-12-30,BRK,,PHI,L 102-110,240,37,81,.457,30,54,.556,7,27,.259,21,27,.778,102,42,100,.420,29,68,.426,13,32,.406,13,20,.650,110
