Rk,Player,Age,Pos,Tm,,Opp,,Date,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM
305,Dorian Finney-Smith\finnedo01,28-170,F,DAL,@,ATL,L,2021-10-21,1,29,2,12,.167,1,6,.167,1,6,.167,0,0,,.208,4,4,8,2,2,0,1,4,5,2.2,-6.1
306,Marcus Garrett\garrema01,22-346,G,MIA,,MIL,W,2021-10-21,0,5,0,1,.000,0,1,.000,0,0,,0,0,,.000,0,0,0,2,0,0,0,1,0,0.3,0.8
307,Paul George\georgpa01,31-172,F,LAC,@,GSW,L,2021-10-21,1,37,12,23,.522,7,12,.583,5,11,.455,0,0,,.630,1,10,11,6,2,0,3,3,29,23.4,10.0
308,Draymond Green\greendr01,31-231,F,GSW,,LAC,W,2021-10-21,1,34,4,5,.800,4,5,.800,0,0,,2,9,.222,.558,0,6,6,7,1,0,1,3,10,10.8,2.0
309,Josh Green\greenjo02,20-339,G-F,DAL,@,ATL,L,2021-10-21,0,4,1,2,.500,1,2,.500,0,0,,0,0,,.500,0,0,0,0,0,0,0,0,2,1.0,-2.6
310,Tim Hardaway Jr.\hardati02,29-219,G,DAL,@,ATL,L,2021-10-21,1,28,4,9,.444,2,3,.667,2,6,.333,4,4,1.000,.651,0,2,2,0,1,0,1,3,14,8.7,1.2
311,Tyler Herro\herroty01,21-274,G,MIA,,MIL,W,2021-10-21,0,24,10,18,.556,6,10,.600,4,8,.500,3,4,.750,.683,1,5,6,5,0,0,2,1,27,21.3,14.1
312,George Hill\hillge01,35-170,G,MIL,@,MIA,L,2021-10-21,1,21,3,7,.429,1,3,.333,2,4,.500,0,0,,.571,0,2,2,2,1,0,1,2,8,5.5,-0.9
313,Solomon Hill\hillso01,30-217,F,ATL,,DAL,W,2021-10-21,0,15,0,1,.000,0,1,.000,0,0,,0,0,,.000,0,2,2,1,2,0,0,1,0,2.2,2.3
314,Kevin Huerter\huertke01,23-055,G,ATL,,DAL,W,2021-10-21,0,22,3,8,.375,3,5,.600,0,3,.000,0,0,,.375,1,5,6,2,0,1,2,0,6,3.9,-6.2
315,De'Andre Hunter\huntede01,23-323,F,ATL,,DAL,W,2021-10-21,1,29,5,11,.455,4,8,.500,1,3,.333,0,0,,.500,0,3,3,1,0,2,0,3,11,7.1,-1.7
316,Andre Iguodala\iguodan01,37-266,G-F,GSW,,LAC,W,2021-10-21,0,24,2,2,1.000,2,2,1.000,0,0,,0,0,,1.000,0,6,6,3,1,1,1,0,4,8.0,6.1
317,Reggie Jackson\jacksre01,31-188,G,LAC,@,GSW,L,2021-10-21,1,39,4,19,.211,1,10,.100,3,9,.333,0,0,,.289,1,4,5,6,1,0,1,3,11,4.2,-8.2
318,Jalen Johnson\johnsja05,19-307,F,ATL,,DAL,W,2021-10-21,0,4,2,4,.500,0,1,.000,2,3,.667,0,0,,.750,0,2,2,0,0,0,0,0,6,4.6,31.9
319,Georgios Kalaitzakis\kalaige01,22-292,G-F,MIL,@,MIA,L,2021-10-21,0,18,3,5,.600,2,3,.667,1,2,.500,1,4,.250,.592,1,2,3,0,0,0,3,2,8,2.0,-9.7
320,Luke Kennard\kennalu01,25-119,G,LAC,@,GSW,L,2021-10-21,0,24,3,9,.333,2,4,.500,1,5,.200,0,0,,.389,0,1,1,4,0,0,0,2,7,4.2,-4.9
321,Maxi Kleber\klebima01,29-265,F,DAL,@,ATL,L,2021-10-21,0,17,1,4,.250,0,0,,1,4,.250,0,0,,.375,1,2,3,0,1,0,1,2,3,1.1,-6.4
322,Damion Lee\leeda03,29-000,G,GSW,,LAC,W,2021-10-21,0,29,3,8,.375,1,5,.200,2,3,.667,3,4,.750,.564,0,1,1,2,0,0,0,2,11,7.1,-1.7
323,Kevon Looney\looneke01,25-257,F-C,GSW,,LAC,W,2021-10-21,1,14,2,3,.667,2,3,.667,0,0,,2,2,1.000,.773,4,3,7,1,0,1,0,4,6,8.2,5.1
324,Kyle Lowry\lowryky01,35-210,G,MIA,,MIL,W,2021-10-21,1,24,1,8,.125,0,2,.000,1,6,.167,2,2,1.000,.282,0,1,1,6,1,1,1,2,5,4.2,-2.5
325,Timothé Luwawu-Cabarrot\luwawti01,26-165,F,ATL,,DAL,W,2021-10-21,0,4,0,1,.000,0,0,,0,1,.000,0,0,,.000,0,1,1,1,0,0,0,0,0,0.3,-5.2
326,Sandro Mamukelashvili\mamuksa01,22-151,F,MIL,@,MIA,L,2021-10-21,0,27,4,9,.444,2,5,.400,2,4,.500,2,2,1.000,.607,2,2,4,1,0,0,0,2,12,9.2,0.1
327,Terance Mann\mannte01,25-003,G-F,LAC,@,GSW,L,2021-10-21,0,39,4,8,.500,2,4,.500,2,4,.500,1,1,1.000,.652,2,6,8,3,1,0,0,3,11,12.1,1.3
328,Caleb Martin\martica02,26-023,F,MIA,,MIL,W,2021-10-21,0,8,1,1,1.000,0,0,,1,1,1.000,2,4,.500,.906,0,1,1,0,2,0,0,1,5,5.8,19.7
329,Skylar Mays\mayssk01,24-046,G,ATL,,DAL,W,2021-10-21,0,4,1,1,1.000,0,0,,1,1,1.000,0,0,,1.500,0,1,1,0,0,0,0,1,3,2.6,18.1
330,Khris Middleton\middlkh01,30-070,F-G,MIL,@,MIA,L,2021-10-21,1,23,4,14,.286,3,8,.375,1,6,.167,1,1,1.000,.346,0,2,2,4,2,0,4,2,10,2.4,-8.9
331,Moses Moody\moodymo01,19-143,G,GSW,,LAC,W,2021-10-21,0,4,0,0,,0,0,,0,0,,0,0,,,0,0,0,2,0,0,0,0,0,1.4,16.9
332,Marcus Morris\morrima03,32-049,F,LAC,@,GSW,L,2021-10-21,1,25,3,7,.429,1,2,.500,2,5,.400,2,2,1.000,.635,0,1,1,0,2,1,1,4,10,6.7,-0.2
333,Markieff Morris\morrima02,32-049,F,MIA,,MIL,W,2021-10-21,0,18,3,10,.300,2,7,.286,1,3,.333,0,0,,.350,2,2,4,1,1,0,2,3,7,1.7,-10.6
334,Frank Ntilikina\ntilila01,23-085,G,DAL,@,ATL,L,2021-10-21,0,4,0,2,.000,0,1,.000,0,1,.000,0,0,,.000,0,1,1,1,0,1,0,1,0,-0.1,-3.8
335,Jordan Nwora\nworajo01,23-042,F,MIL,@,MIA,L,2021-10-21,0,26,3,12,.250,1,6,.167,2,6,.333,3,5,.600,.387,0,5,5,2,0,0,1,2,11,4.1,-6.9
336,KZ Okpala\okpalkz01,22-176,F,MIA,,MIL,W,2021-10-21,0,8,1,2,.500,0,1,.000,1,1,1.000,0,0,,.750,0,1,1,0,0,0,0,1,3,1.9,2.0
337,Gary Payton II\paytoga02,28-324,G,GSW,,LAC,W,2021-10-21,0,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-6.4
338,Jordan Poole\poolejo01,22-124,G,GSW,,LAC,W,2021-10-21,1,25,4,14,.286,3,8,.375,1,6,.167,0,0,,.321,1,3,4,4,1,0,7,4,9,-2.4,-20.4
339,Otto Porter Jr.\porteot01,28-140,F,GSW,,LAC,W,2021-10-21,0,18,2,3,.667,2,2,1.000,0,1,.000,0,0,,.667,1,6,7,2,0,0,2,1,4,4.2,-2.0
340,Kristaps Porziņģis\porzikr01,26-080,F-C,DAL,@,ATL,L,2021-10-21,1,29,4,13,.308,3,9,.333,1,4,.250,2,2,1.000,.396,2,3,5,0,1,2,4,3,11,3.0,-8.5
341,Dwight Powell\poweldw01,30-093,F-C,DAL,@,ATL,L,2021-10-21,1,20,1,5,.200,1,4,.250,0,1,.000,2,3,.667,.316,2,2,4,1,1,0,1,2,4,2.4,-6.4
342,Cam Reddish\reddica01,22-050,F,ATL,,DAL,W,2021-10-21,0,21,7,15,.467,4,11,.364,3,4,.750,3,3,1.000,.613,1,2,3,1,1,0,3,0,20,12.3,3.4
